row,column,depth
112.21987915039062,60.12818908691406,13.766182899475098
107.4765396118164,35.426055908203125,11.852629661560059
114.2969970703125,47.98220443725586,12.702596664428711
107.20945739746094,48.30561828613281,14.105743408203125
82.0039291381836,7.58642053604126,14.186247825622559
82.2248306274414,10.726794242858887,13.960295677185059
115.59822082519531,18.743988037109375,11.155851364135742
114.01557922363281,14.767109870910645,11.006851196289062
115.8961410522461,16.26482391357422,10.802729606628418
104.23335266113281,54.191585540771484,14.442171096801758
116.99980163574219,112.11519622802734,13.404458999633789
114.41661071777344,96.0038833618164,13.552978515625
113.80894470214844,85.761962890625,13.176484107971191
114.29046630859375,88.0472640991211,12.999258995056152
114.11865234375,90.38734436035156,12.936136245727539
114.11865234375,90.38734436035156,12.936136245727539
109.12677001953125,110.95388793945312,13.761202812194824
148.06365966796875,70.66270446777344,10.673676490783691
143.66513061523438,64.71759796142578,11.099125862121582
148.06365966796875,70.66270446777344,10.673676490783691
166.49769592285156,66.54286193847656,8.606700897216797
164.06260681152344,61.02262496948242,8.842092514038086
146.17799377441406,58.568260192871094,11.00486946105957
144.23452758789062,58.057830810546875,11.00599193572998
172.64498901367188,11.831933975219727,8.00355339050293
149.70993041992188,34.316139221191406,10.768476486206055
162.84521484375,47.21703338623047,9.685575485229492
168.64639282226562,10.50549030303955,8.548487663269043
160.9759063720703,41.106937408447266,9.261306762695312
166.32662963867188,68.53312683105469,8.914401054382324
168.78585815429688,33.27253723144531,8.938196182250977
155.9679718017578,48.8135871887207,10.289581298828125
142.21478271484375,74.24075317382812,11.207839965820312
143.59600830078125,38.215736389160156,11.155815124511719
152.80548095703125,72.87791442871094,11.040388107299805
165.03311157226562,32.27553939819336,8.78776741027832
140.7512969970703,42.90886306762695,11.692232131958008
126.59107971191406,147.56802368164062,14.322418212890625
134.4546356201172,146.63870239257812,13.640093803405762
128.09901428222656,129.0144500732422,13.17862319946289
139.6730499267578,157.29458618164062,13.52556324005127
132.20013427734375,142.27960205078125,13.58649730682373
131.27577209472656,154.28504943847656,13.99817943572998
147.48931884765625,155.53965759277344,12.328974723815918
126.07189178466797,141.66639709472656,14.527166366577148
126.07189178466797,141.66639709472656,14.527166366577148
140.69384765625,146.53125,12.69970417022705
140.69384765625,146.53125,12.69970417022705
123.4097671508789,151.00994873046875,14.829185485839844
136.70350646972656,143.35009765625,12.485605239868164
124.1678237915039,135.6617889404297,13.84168529510498
163.5290985107422,112.92708587646484,11.035654067993164
142.13357543945312,145.5086669921875,12.228065490722656
127.7597427368164,141.76998901367188,14.182981491088867
176.889892578125,153.5111846923828,9.916596412658691
176.889892578125,153.5111846923828,9.916596412658691
145.7549285888672,181.0157012939453,13.594966888427734
126.22932434082031,161.38890075683594,14.69397258758545
130.4977264404297,183.52496337890625,14.745153427124023
148.00146484375,161.9785614013672,13.069665908813477
141.8671875,162.3686065673828,13.253602027893066
147.42379760742188,185.39894104003906,13.828661918640137
133.9692840576172,178.93301391601562,14.872852325439453
170.4547576904297,220.86441040039062,11.136836051940918
170.4547576904297,220.86441040039062,11.136836051940918
131.19908142089844,177.8446044921875,14.968276023864746
132.61045837402344,177.77833557128906,14.233546257019043
148.78514099121094,219.88070678710938,12.727829933166504
145.8192901611328,219.06326293945312,13.116992950439453
141.4678497314453,167.77537536621094,13.880315780639648
154.53404235839844,215.73114013671875,12.251800537109375
138.54074096679688,169.72227478027344,14.22227954864502
147.37110900878906,196.593505859375,13.550594329833984
137.3507080078125,171.0167694091797,14.091676712036133
137.3507080078125,171.0167694091797,14.091676712036133
138.80978393554688,227.39334106445312,14.710969924926758
134.99391174316406,171.18963623046875,14.190896987915039
135.2260284423828,173.184326171875,14.31860065460205
144.37176513671875,172.44422912597656,13.327614784240723
145.55557250976562,211.01361083984375,13.339877128601074
145.55557250976562,211.01361083984375,13.339877128601074
138.24240112304688,281.54486083984375,13.949586868286133
138.26437377929688,317.1964416503906,13.60114860534668
140.2400360107422,317.195068359375,13.306418418884277
143.75564575195312,313.69781494140625,13.426801681518555
142.10122680664062,307.7843017578125,14.121484756469727
140.05287170410156,307.0628967285156,14.686989784240723
134.93124389648438,306.3724670410156,14.815479278564453
124.22012329101562,278.6533203125,14.465901374816895
136.20480346679688,284.2308349609375,14.181539535522461
131.1211395263672,278.3135681152344,13.660839080810547
132.1300506591797,287.19970703125,14.781654357910156
139.38687133789062,274.678955078125,13.117243766784668
158.66844177246094,260.2859802246094,11.585649490356445
215.41098022460938,32.81064987182617,3.168128490447998
208.1622772216797,61.2026481628418,5.131119728088379
208.1622772216797,61.2026481628418,5.131119728088379
200.27186584472656,25.99272346496582,5.928439140319824
205.9759979248047,25.445507049560547,4.038908958435059
185.7603759765625,20.462202072143555,7.6743645668029785
192.61231994628906,19.332279205322266,6.837618350982666
208.35147094726562,18.68863296508789,2.90140962600708
234.67807006835938,54.419029235839844,1.08090341091156
216.6846160888672,53.56047439575195,2.7285351753234863
236.92837524414062,53.12340545654297,1.0468840599060059
207.57850646972656,9.632911682128906,2.7552783489227295
214.90467834472656,50.94434356689453,3.388094902038574
216.8805694580078,51.517601013183594,2.720569133758545
233.13595581054688,71.53346252441406,1.1340230703353882
233.13595581054688,71.53346252441406,1.1340230703353882
184.301025390625,23.7895450592041,8.253304481506348
204.5182342529297,9.4143705368042,5.222992420196533
214.38624572753906,59.90367126464844,3.8512423038482666
206.44265747070312,27.37126922607422,4.411147594451904
204.7257080078125,69.56314849853516,5.4748311042785645
232.70388793945312,68.96243286132812,1.0899603366851807
184.2265167236328,146.00582885742188,8.954591751098633
229.4116973876953,108.8953857421875,2.2334039211273193
184.2265167236328,146.00582885742188,8.954591751098633
229.9678955078125,116.1761474609375,2.482222080230713
224.713623046875,155.2602081298828,3.536166191101074
213.40283203125,86.43531036376953,4.992151260375977
213.40283203125,86.43531036376953,4.992151260375977
225.25228881835938,115.85420227050781,3.4558072090148926
227.91494750976562,88.43433380126953,1.846163034439087
216.8163604736328,88.6906509399414,3.4409074783325195
211.98204040527344,89.27812957763672,5.1760077476501465
190.1267852783203,127.64794921875,8.538394927978516
215.5658721923828,90.13748168945312,3.878621816635132
190.06565856933594,137.34556579589844,8.236686706542969
222.60232543945312,155.28732299804688,4.137547492980957
203.67230224609375,154.50674438476562,6.593072414398193
186.95579528808594,134.56686401367188,8.486814498901367
200.49270629882812,173.3467559814453,6.325328350067139
231.9451904296875,174.561279296875,3.1373353004455566
231.9451904296875,174.561279296875,3.1373353004455566
204.19119262695312,162.5966796875,6.070789813995361
230.0186309814453,182.0,3.391824722290039
200.22769165039062,166.60931396484375,6.394606590270996
232.73455810546875,165.6389617919922,2.793896198272705
213.11471557617188,179.3458251953125,4.805724143981934
224.5491180419922,170.8641357421875,4.11743688583374
216.94375610351562,169.876953125,4.653522491455078
223.02085876464844,169.5357208251953,4.02753210067749
181.73748779296875,165.74099731445312,9.430456161499023
207.84471130371094,164.57827758789062,5.5538506507873535
227.4531707763672,276.262451171875,6.632833003997803
215.58004760742188,284.25811767578125,7.832789421081543
188.5653076171875,263.65594482421875,10.491945266723633
195.0179901123047,292.81793212890625,10.042810440063477
215.26034545898438,279.65264892578125,7.952207565307617
227.3658447265625,270.413818359375,6.401210784912109
230.44046020507812,277.4637756347656,5.883141040802002
233.2091522216797,276.9324035644531,5.215740203857422
199.49093627929688,273.8851318359375,10.153362274169922
231.03973388671875,274.3074951171875,5.71156120300293
229.06979370117188,275.12493896484375,6.0845255851745605
185.86312866210938,251.93638610839844,9.73614501953125
225.18145751953125,270.64111328125,7.1126179695129395
206.17434692382812,293.2399597167969,8.683125495910645
219.23651123046875,241.22389221191406,7.258171081542969
